response_id,campaign_id,customer_id,response_date,action_taken
1151,5,1255,2023-04-05 18:53:22,Purchased
1152,5,929,2023-04-07 06:07:23,Ignored
1153,5,1230,2023-05-05 22:18:12,Clicked
1154,5,713,2023-05-07 06:19:13,Clicked
1155,5,2038,2023-04-04 22:10:10,Ignored
1156,5,2784,2023-05-06 19:30:48,Opened
1157,5,444,2023-04-08 21:12:12,Opened
1158,5,146,2023-05-07 20:38:42,Purchased
1159,5,1916,2023-05-07 21:50:47,Purchased
1160,5,1132,2023-04-25 21:45:37,Opened
1161,5,2327,2023-04-20 15:29:39,Opened
1162,5,268,2023-04-26 00:49:07,Opened
1163,5,627,2023-04-13 09:56:38,Clicked
1164,5,1435,2023-04-26 17:05:42,Opened
1165,5,104,2023-05-07 04:08:34,Clicked
1166,5,2639,2023-04-24 02:00:43,Opened
1167,5,1740,2023-05-06 15:13:33,Clicked
1168,5,1775,2023-04-10 11:17:32,Purchased
1169,5,2106,2023-04-21 14:14:46,Opened
1170,5,1518,2023-04-08 12:38:16,Opened
1171,5,2595,2023-04-23 05:59:02,Purchased
1172,5,2085,2023-03-31 10:31:33,Opened
1173,5,826,2023-04-17 22:40:41,Ignored
1174,5,2162,2023-05-03 16:55:18,Purchased
1175,5,1339,2023-04-21 20:06:55,Opened
1176,5,515,2023-04-11 03:01:29,Opened
1177,5,2256,2023-04-21 15:02:26,Opened
1178,5,1993,2023-04-08 23:24:39,Opened
1179,5,1891,2023-04-25 20:35:50,Clicked
1180,5,18,2023-04-10 01:01:31,Clicked
1181,5,1267,2023-04-24 12:55:43,Purchased
1182,5,1506,2023-03-29 07:19:17,Ignored
1183,5,1335,2023-05-07 05:51:27,Ignored
1184,5,2602,2023-03-28 13:15:14,Opened
1185,5,1879,2023-04-05 13:15:05,Clicked
1186,5,7,2023-04-01 18:35:55,Clicked
1187,5,2842,2023-04-10 14:05:15,Purchased
1188,5,444,2023-04-13 17:03:16,Ignored
1189,5,2427,2023-04-08 01:54:01,Purchased
1190,5,1990,2023-04-09 18:04:51,Clicked
1191,5,330,2023-04-22 02:01:51,Ignored
1192,5,1670,2023-04-21 00:44:11,Opened
1193,5,2862,2023-04-01 13:51:44,Purchased
1194,5,2626,2023-04-15 20:05:04,Purchased
1195,5,234,2023-04-18 03:18:32,Ignored
1196,5,1086,2023-04-15 17:24:48,Opened
1197,5,628,2023-05-03 11:47:19,Opened
1198,5,592,2023-04-07 21:05:26,Purchased
1199,5,653,2023-04-22 22:59:06,Clicked
1200,5,494,2023-05-05 21:34:45,Opened
1201,5,285,2023-04-30 18:02:14,Opened
1202,5,790,2023-03-30 04:17:21,Clicked
1203,5,1890,2023-03-29 18:29:23,Purchased
1204,5,1280,2023-04-03 10:20:47,Opened
1205,5,2786,2023-04-15 14:41:52,Opened
1206,5,919,2023-04-07 03:31:17,Clicked
1207,5,878,2023-05-03 14:27:21,Ignored
1208,5,767,2023-05-07 21:39:57,Clicked
1209,5,685,2023-04-26 17:16:08,Clicked
1210,5,963,2023-04-07 05:11:45,Purchased
1211,5,227,2023-04-23 21:18:06,Purchased
1212,5,313,2023-04-30 16:47:41,Opened
1213,5,1400,2023-04-20 21:35:45,Purchased
1214,5,2138,2023-05-04 19:27:24,Clicked
1215,5,1860,2023-04-14 00:11:54,Clicked
1216,5,1501,2023-04-06 09:47:19,Clicked
1217,5,2983,2023-04-19 09:46:27,Opened
1218,5,2177,2023-04-14 19:59:41,Opened
1219,5,1100,2023-05-01 00:14:52,Ignored
1220,5,891,2023-04-04 18:47:44,Purchased
1221,5,2347,2023-04-19 03:09:23,Clicked
1222,5,1207,2023-04-27 13:02:38,Purchased
1223,5,1626,2023-04-01 05:23:08,Ignored
1224,5,1535,2023-04-04 14:01:36,Ignored
1225,5,99,2023-04-07 03:02:11,Clicked
1226,5,359,2023-04-02 01:11:15,Clicked
1227,5,2085,2023-05-02 02:48:32,Opened
1228,5,845,2023-04-15 22:54:20,Ignored
1229,5,1715,2023-04-15 03:57:30,Clicked
1230,5,1109,2023-04-08 21:21:31,Clicked
1231,5,716,2023-04-10 06:45:50,Opened
1232,5,1494,2023-03-31 18:48:09,Purchased
1233,5,2531,2023-04-24 05:29:17,Opened
1234,5,914,2023-05-08 12:45:13,Ignored
1235,5,2787,2023-04-28 05:16:51,Ignored
1236,5,2080,2023-04-14 10:34:08,Purchased
1237,5,495,2023-04-11 12:31:57,Opened
1238,5,2471,2023-04-01 17:31:23,Ignored
1239,5,1072,2023-04-27 21:56:48,Clicked
1240,5,832,2023-03-31 12:06:31,Clicked
1241,5,2095,2023-04-09 19:57:29,Opened
1242,5,2164,2023-04-25 00:31:36,Opened
1243,5,1739,2023-04-28 11:58:51,Opened
1244,5,1689,2023-04-13 14:14:27,Opened
1245,5,825,2023-03-31 22:51:41,Purchased
1246,5,989,2023-05-04 02:53:14,Ignored
1247,5,1113,2023-04-16 19:56:51,Ignored
1248,5,2091,2023-04-14 19:41:25,Clicked
1249,5,1754,2023-04-20 16:18:00,Opened
1250,5,604,2023-04-12 01:29:39,Opened
1251,5,1907,2023-05-08 11:33:05,Opened
1252,5,1906,2023-04-11 06:54:04,Opened
1253,5,603,2023-04-23 08:16:24,Opened
1254,5,624,2023-05-02 12:15:10,Opened
1255,5,424,2023-04-14 17:28:01,Opened
1256,5,2705,2023-04-04 21:34:46,Purchased
1257,5,1978,2023-05-04 16:53:12,Clicked
1258,5,2147,2023-04-06 17:37:50,Clicked
1259,5,554,2023-04-23 00:19:51,Opened
1260,5,2032,2023-03-30 20:12:43,Clicked
1261,5,1247,2023-04-18 21:02:14,Opened
1262,5,2519,2023-04-17 10:03:33,Opened
1263,5,282,2023-04-21 18:37:58,Opened
1264,5,773,2023-04-01 12:51:27,Ignored
1265,5,2959,2023-05-07 22:58:45,Ignored
1266,5,1229,2023-03-31 21:17:00,Opened
1267,5,1567,2023-04-27 19:18:16,Clicked
1268,5,2451,2023-03-28 02:36:11,Purchased
1269,5,2680,2023-03-28 23:24:02,Ignored
1270,5,2430,2023-04-15 09:39:40,Opened
1271,5,2581,2023-04-21 21:21:57,Ignored
1272,5,1179,2023-04-19 04:23:00,Ignored
1273,5,2679,2023-04-13 15:08:48,Opened
1274,5,2175,2023-04-07 18:47:00,Purchased
1275,5,2316,2023-05-01 21:20:10,Ignored
1276,5,2589,2023-03-31 02:10:54,Clicked
1277,5,1302,2023-04-14 20:32:28,Ignored
1278,5,2560,2023-04-04 08:38:36,Purchased
1279,5,1192,2023-04-05 12:13:49,Ignored
1280,5,790,2023-04-02 15:26:31,Purchased
1281,5,2954,2023-04-21 21:09:18,Opened
1282,5,2933,2023-04-14 09:08:32,Opened
1283,5,2962,2023-04-06 17:00:56,Ignored
1284,5,31,2023-04-25 08:47:42,Clicked
1285,5,2933,2023-04-12 07:19:14,Clicked
1286,5,2711,2023-04-30 08:53:27,Ignored
1287,5,2995,2023-04-24 21:37:32,Ignored
1288,5,1961,2023-04-27 05:27:04,Ignored
1289,5,1230,2023-04-15 00:42:56,Clicked
1290,5,2482,2023-04-03 15:15:58,Opened
1291,5,1042,2023-04-08 13:43:20,Ignored
1292,5,1420,2023-04-11 09:47:30,Ignored
1293,5,2323,2023-04-14 06:38:57,Clicked
1294,5,2821,2023-04-21 12:08:03,Clicked
1295,5,1334,2023-03-29 06:12:54,Opened
1296,5,424,2023-04-14 01:43:02,Clicked
1297,5,256,2023-04-17 00:22:49,Ignored
1298,5,2763,2023-04-12 06:49:01,Opened
1299,5,2198,2023-04-30 19:45:59,Opened
1300,5,2489,2023-04-14 23:15:14,Opened
1301,5,2715,2023-04-29 01:01:08,Opened
1302,5,450,2023-04-17 20:36:27,Ignored
1303,5,1211,2023-04-10 13:07:53,Clicked
1304,5,340,2023-03-28 18:06:37,Purchased
1305,5,2337,2023-04-14 00:09:49,Clicked
1306,5,996,2023-04-06 08:38:14,Clicked
1307,5,229,2023-04-30 07:10:50,Ignored
1308,5,2788,2023-04-10 17:06:24,Clicked
1309,5,283,2023-04-21 18:30:28,Ignored
1310,5,1898,2023-04-10 22:45:35,Opened
1311,5,2453,2023-04-26 20:33:45,Clicked
1312,5,1528,2023-04-07 04:29:31,Purchased
1313,5,2768,2023-04-02 13:30:35,Opened
1314,5,516,2023-05-03 05:16:13,Purchased
1315,5,609,2023-05-08 05:31:35,Opened
1316,5,45,2023-04-06 20:14:18,Ignored
1317,5,2525,2023-04-25 02:15:51,Purchased
1318,5,2111,2023-03-27 14:22:21,Ignored
1319,5,711,2023-05-05 18:41:20,Ignored
1320,5,1422,2023-04-08 13:58:40,Clicked
1321,5,1373,2023-04-14 23:46:21,Purchased
1322,5,2387,2023-04-13 20:26:54,Purchased
1323,5,2594,2023-04-30 23:48:30,Opened
1324,5,168,2023-04-18 18:40:00,Opened
1325,5,896,2023-04-28 11:45:55,Opened
1326,5,1694,2023-04-08 03:15:47,Clicked
1327,5,2563,2023-04-10 07:46:01,Purchased
1328,5,2323,2023-03-30 08:44:51,Ignored
1329,5,97,2023-04-25 01:27:02,Clicked
1330,5,681,2023-04-01 02:12:57,Opened
1331,5,1098,2023-04-13 08:21:04,Opened
1332,5,302,2023-05-08 21:55:31,Purchased
1333,5,2568,2023-04-09 17:18:07,Opened
1334,5,2217,2023-03-31 00:45:42,Opened
1335,5,381,2023-04-28 01:36:03,Ignored
1336,5,249,2023-04-14 08:27:53,Opened
1337,5,179,2023-04-17 07:57:12,Clicked
1338,5,817,2023-04-21 07:27:13,Opened
1339,5,1575,2023-04-23 00:43:23,Ignored
1340,5,1590,2023-04-06 13:39:09,Clicked
1341,5,2214,2023-04-21 15:29:59,Opened
1342,5,655,2023-04-21 01:01:29,Ignored
1343,5,2900,2023-04-11 09:17:58,Ignored
1344,5,547,2023-05-07 13:06:32,Ignored
1345,5,2904,2023-04-14 15:26:12,Opened
1346,5,93,2023-04-09 05:03:43,Clicked
1347,5,1763,2023-04-08 23:52:43,Purchased
1348,5,2303,2023-04-20 10:54:43,Clicked
1349,5,280,2023-04-08 22:11:15,Clicked
1350,5,2159,2023-05-08 18:00:07,Opened
1351,5,2923,2023-03-29 20:54:06,Opened
1352,5,259,2023-05-04 20:25:45,Opened
1353,5,2111,2023-04-18 12:00:28,Opened
1354,5,2185,2023-04-21 02:32:26,Purchased
1355,5,461,2023-04-04 09:12:15,Opened
1356,5,1412,2023-04-08 01:24:24,Purchased
1357,5,2427,2023-04-04 15:48:53,Opened
1358,5,386,2023-04-05 08:25:00,Opened
1359,5,385,2023-04-26 09:50:04,Opened
1360,5,2121,2023-04-11 10:25:49,Clicked
1361,5,1145,2023-04-15 02:00:45,Opened
1362,5,2938,2023-04-25 18:22:59,Opened
1363,5,1064,2023-04-28 07:12:00,Ignored
1364,5,1959,2023-04-08 03:45:47,Purchased
1365,5,2995,2023-04-18 01:55:31,Clicked
1366,5,749,2023-05-01 19:18:32,Clicked
1367,5,2206,2023-04-04 05:56:34,Purchased
1368,5,278,2023-04-02 04:40:18,Clicked
1369,5,1458,2023-04-14 13:52:34,Ignored
1370,5,2656,2023-05-07 06:59:55,Opened
1371,5,1858,2023-04-30 18:39:18,Opened
1372,5,1461,2023-05-08 15:32:21,Clicked
1373,5,656,2023-04-24 22:24:08,Opened
1374,6,1270,2023-05-30 02:53:53,Clicked
1375,6,333,2023-05-04 00:34:22,Clicked
1376,6,474,2023-06-08 03:54:14,Opened
1377,6,1973,2023-05-12 18:15:53,Opened
1378,6,613,2023-05-15 19:05:23,Clicked
1379,6,2050,2023-05-03 15:05:34,Purchased
1380,6,1588,2023-04-27 15:20:32,Opened
1381,6,1510,2023-05-12 11:27:11,Opened
1382,6,1363,2023-05-17 14:01:07,Opened
1383,6,2171,2023-05-16 01:05:35,Clicked
1384,6,1016,2023-04-28 05:08:58,Clicked
1385,6,126,2023-06-06 21:25:18,Clicked
1386,6,2406,2023-04-22 15:57:03,Purchased
1387,6,2519,2023-05-11 03:42:09,Opened
1388,6,2583,2023-06-08 06:27:06,Ignored
1389,6,764,2023-06-01 11:00:41,Purchased
1390,6,2064,2023-06-05 08:48:15,Clicked
1391,6,2472,2023-06-07 19:14:01,Clicked
1392,6,568,2023-06-01 17:19:38,Purchased
1393,6,2434,2023-05-20 09:32:52,Opened
1394,6,207,2023-05-25 14:22:41,Opened
1395,6,194,2023-05-03 14:03:51,Ignored
1396,6,602,2023-05-15 19:10:32,Ignored
1397,6,2567,2023-05-17 11:15:49,Clicked
1398,6,2889,2023-04-28 22:41:55,Opened
1399,6,2873,2023-05-10 09:52:49,Ignored
1400,6,123,2023-05-18 09:05:48,Opened
1401,6,748,2023-05-30 10:15:57,Opened
1402,6,773,2023-05-01 00:05:43,Clicked
1403,6,2258,2023-05-05 18:32:52,Clicked
1404,6,1407,2023-05-17 15:11:57,Clicked
1405,6,784,2023-05-30 08:20:11,Ignored
1406,6,2470,2023-05-08 02:21:45,Ignored
1407,6,1382,2023-05-24 04:58:12,Opened
1408,6,1836,2023-05-13 16:58:08,Ignored
1409,6,2793,2023-05-14 20:40:30,Opened
1410,6,1516,2023-05-20 00:47:56,Opened
1411,6,242,2023-05-20 04:29:34,Clicked
1412,6,802,2023-06-06 04:16:57,Opened
1413,6,1799,2023-05-10 11:33:22,Opened
1414,6,2747,2023-06-08 16:04:32,Ignored
1415,6,1577,2023-06-04 23:42:43,Opened
1416,6,2479,2023-04-25 01:20:57,Ignored
1417,6,2826,2023-04-29 23:08:56,Opened
1418,6,93,2023-04-29 01:46:12,Clicked
1419,6,2489,2023-04-28 12:07:40,Opened
1420,6,292,2023-05-02 18:20:20,Ignored
1421,6,1028,2023-05-21 08:03:54,Opened
1422,6,1674,2023-05-02 20:00:06,Ignored
1423,6,2213,2023-06-07 15:00:19,Ignored
1424,6,129,2023-06-03 10:37:27,Ignored
1425,6,2607,2023-05-01 21:58:39,Opened
1426,6,2858,2023-05-02 08:28:30,Opened
1427,6,1924,2023-05-18 08:42:00,Opened
1428,6,996,2023-04-23 06:57:57,Opened
1429,6,609,2023-05-28 17:07:09,Ignored
1430,6,2278,2023-05-22 14:41:06,Clicked
1431,6,2746,2023-06-06 03:29:31,Clicked
1432,6,615,2023-05-23 18:02:39,Opened
1433,6,1796,2023-04-23 01:39:58,Ignored
1434,6,841,2023-05-17 20:14:52,Opened
1435,6,1755,2023-05-12 03:30:21,Opened
1436,6,2339,2023-05-09 21:34:18,Clicked
1437,6,1477,2023-04-22 08:24:23,Purchased
1438,6,1292,2023-05-28 06:05:23,Opened
1439,6,471,2023-06-08 02:49:20,Clicked
1440,6,2762,2023-05-20 13:06:38,Opened
1441,6,645,2023-05-09 23:57:12,Ignored
1442,6,1425,2023-05-02 09:52:47,Clicked
1443,6,2166,2023-06-05 03:17:54,Ignored
1444,6,716,2023-05-22 05:12:34,Opened
1445,6,2249,2023-05-02 20:42:49,Opened
1446,6,515,2023-05-31 12:06:38,Ignored
1447,6,949,2023-04-25 15:34:51,Opened
1448,6,424,2023-05-04 17:07:45,Opened
1449,6,2108,2023-04-27 11:07:59,Clicked
1450,6,694,2023-06-02 21:03:41,Clicked
1451,6,213,2023-05-07 17:23:50,Purchased
1452,6,2611,2023-05-29 09:04:14,Opened
1453,6,752,2023-06-01 02:17:18,Ignored
1454,6,15,2023-05-05 16:20:34,Ignored
1455,6,2602,2023-04-28 14:15:20,Ignored
1456,6,1592,2023-05-07 19:13:07,Opened
1457,6,2523,2023-05-05 11:37:16,Opened
1458,6,831,2023-05-03 11:11:43,Opened
1459,6,2941,2023-04-22 20:22:58,Ignored
1460,6,472,2023-05-23 05:24:31,Opened
1461,6,1141,2023-04-28 06:28:21,Purchased
1462,6,929,2023-05-28 18:33:25,Opened
1463,6,1715,2023-05-17 21:38:22,Opened
1464,6,2623,2023-05-03 13:24:56,Opened
1465,6,1127,2023-04-29 17:23:09,Opened
1466,6,2237,2023-04-22 17:53:44,Opened
1467,6,449,2023-05-11 03:47:50,Ignored
1468,6,971,2023-06-05 13:46:42,Clicked
1469,6,2571,2023-05-18 09:09:56,Opened
1470,6,1244,2023-06-04 23:39:58,Opened
1471,6,1677,2023-05-20 16:16:34,Purchased
1472,6,837,2023-04-30 00:29:43,Opened
1473,6,2216,2023-05-18 21:17:08,Clicked
1474,6,215,2023-05-24 19:10:44,Opened
1475,6,1745,2023-05-29 17:28:36,Purchased
1476,6,2201,2023-04-26 16:25:50,Ignored
1477,6,2924,2023-06-06 07:34:34,Opened
1478,6,1722,2023-05-16 22:26:11,Clicked
1479,6,1620,2023-06-03 12:20:05,Opened
1480,6,1233,2023-05-10 08:03:51,Opened
1481,6,338,2023-06-06 12:02:26,Clicked
1482,6,557,2023-05-23 01:37:55,Purchased
1483,6,337,2023-06-03 17:53:26,Ignored
1484,6,2207,2023-06-01 12:11:56,Opened
1485,6,2846,2023-05-31 02:50:06,Clicked
1486,6,137,2023-04-25 12:54:38,Clicked
1487,6,2635,2023-04-24 11:30:03,Ignored
1488,6,2161,2023-05-15 12:21:00,Ignored
1489,6,493,2023-05-19 01:53:04,Clicked
1490,6,2926,2023-05-28 22:25:56,Opened
1491,6,686,2023-06-03 20:59:37,Purchased
1492,6,2889,2023-05-31 21:59:15,Opened
1493,6,2845,2023-05-18 15:50:52,Ignored
1494,6,767,2023-05-05 19:52:28,Clicked
1495,6,1112,2023-06-06 12:23:16,Clicked
1496,6,178,2023-05-25 23:37:25,Opened
1497,6,907,2023-05-20 03:21:47,Ignored
1498,6,1107,2023-05-03 17:42:08,Clicked
1499,6,2405,2023-05-21 21:25:52,Opened
1500,6,197,2023-05-25 15:07:26,Opened
1501,6,1767,2023-04-25 11:37:52,Opened
1502,6,1089,2023-05-25 14:54:01,Ignored
1503,6,2560,2023-06-07 17:22:42,Opened
1504,6,1570,2023-05-09 23:31:33,Ignored
1505,6,51,2023-06-02 14:28:01,Ignored
1506,6,1274,2023-06-07 12:00:46,Clicked
1507,6,1091,2023-05-28 08:27:27,Opened
1508,6,1040,2023-05-04 12:39:41,Opened
1509,6,2400,2023-04-24 16:37:52,Purchased
1510,6,255,2023-04-26 01:49:18,Purchased
1511,6,1392,2023-04-26 08:38:15,Ignored
1512,6,2476,2023-05-31 11:02:39,Opened
1513,6,1699,2023-04-27 01:37:26,Clicked
1514,6,709,2023-05-13 22:08:00,Ignored
1515,6,2490,2023-05-13 22:52:00,Clicked
1516,6,2192,2023-05-28 17:16:28,Opened
1517,6,1268,2023-06-04 08:29:35,Clicked
1518,6,1101,2023-04-28 13:37:43,Clicked
1519,6,1002,2023-05-25 20:51:16,Ignored
1520,6,2488,2023-04-26 02:59:18,Opened
1521,6,2486,2023-05-18 00:26:20,Opened
1522,6,90,2023-05-11 05:35:44,Purchased
1523,6,368,2023-05-13 12:29:41,Opened
1524,6,1066,2023-05-30 03:20:02,Opened
1525,6,1474,2023-06-08 17:34:05,Ignored
1526,6,2817,2023-05-25 08:04:05,Purchased
1527,6,960,2023-04-22 21:55:45,Clicked
1528,6,737,2023-05-17 20:02:02,Clicked
1529,6,132,2023-04-22 22:27:07,Ignored
1530,6,276,2023-05-30 02:20:55,Clicked
1531,6,2892,2023-05-21 04:25:13,Opened
1532,6,424,2023-05-14 20:22:59,Ignored
1533,6,1231,2023-05-29 20:50:31,Clicked
1534,6,1549,2023-04-22 00:23:38,Ignored
1535,6,1286,2023-05-27 22:58:35,Opened
1536,6,908,2023-05-26 02:41:50,Clicked
1537,6,2247,2023-05-16 06:39:41,Opened
1538,6,2137,2023-05-16 05:37:42,Clicked
1539,6,290,2023-05-10 04:32:40,Opened
1540,6,2796,2023-05-10 08:53:42,Opened
1541,6,255,2023-05-31 00:11:16,Ignored
1542,6,757,2023-06-03 14:45:19,Clicked
1543,6,2094,2023-05-30 11:10:05,Clicked
1544,6,893,2023-05-04 03:20:26,Purchased
1545,6,1749,2023-05-15 00:29:26,Opened
1546,6,2469,2023-05-10 07:37:16,Clicked
1547,6,2782,2023-05-06 07:32:17,Clicked
1548,6,1349,2023-05-28 18:45:44,Opened
1549,6,761,2023-06-03 00:39:31,Purchased
1550,6,1533,2023-05-14 00:50:59,Opened
1551,6,1203,2023-06-04 07:17:28,Purchased
1552,6,1740,2023-05-11 00:28:15,Opened
1553,6,2733,2023-05-04 12:42:41,Ignored
1554,6,1347,2023-06-07 15:47:10,Opened
1555,6,2419,2023-04-30 11:45:43,Purchased
1556,6,2338,2023-06-04 07:47:58,Opened
1557,6,1756,2023-06-02 08:26:47,Ignored
1558,6,649,2023-06-07 16:20:33,Ignored
1559,6,1662,2023-05-13 03:44:01,Clicked
1560,6,2328,2023-05-15 19:36:27,Opened
1561,6,853,2023-05-29 21:10:18,Opened
1562,6,45,2023-05-17 01:43:59,Clicked
1563,6,2139,2023-05-04 08:17:05,Ignored
1564,6,2848,2023-04-27 22:22:39,Purchased
1565,6,2193,2023-05-11 02:51:09,Ignored
1566,6,2253,2023-04-22 14:47:51,Ignored
1567,6,443,2023-05-04 21:37:06,Ignored
1568,6,407,2023-04-26 11:00:09,Opened
1569,6,1273,2023-06-03 15:34:32,Opened
1570,6,1783,2023-05-01 02:02:26,Clicked
1571,6,2365,2023-04-29 06:32:24,Purchased
1572,6,2787,2023-05-28 00:51:53,Opened
1573,6,873,2023-04-22 09:28:32,Ignored
1574,6,2056,2023-05-03 23:20:17,Clicked
1575,6,625,2023-05-01 07:39:59,Clicked
1576,6,2773,2023-04-25 11:24:55,Opened
1577,6,2735,2023-05-12 09:43:29,Clicked
1578,6,1176,2023-05-17 10:36:34,Clicked
1579,6,231,2023-05-29 11:37:38,Opened
1580,6,254,2023-05-24 14:47:17,Opened
1581,6,380,2023-05-23 08:57:54,Opened
1582,6,2943,2023-05-06 02:19:54,Opened
1583,6,1910,2023-04-23 21:30:17,Purchased
1584,6,792,2023-05-06 11:15:53,Opened
1585,6,302,2023-05-10 09:13:10,Clicked
1586,6,2272,2023-05-01 16:31:47,Clicked
1587,6,192,2023-05-25 10:09:55,Clicked
1588,6,1950,2023-04-28 03:27:42,Opened
1589,6,1151,2023-05-08 23:39:41,Opened
1590,6,618,2023-05-25 21:40:22,Opened
1591,6,2400,2023-06-06 11:03:06,Opened
1592,6,277,2023-05-18 08:57:47,Opened
1593,6,404,2023-04-24 12:22:17,Opened
1594,6,924,2023-06-02 22:45:41,Ignored
1595,6,546,2023-04-28 01:49:40,Opened
1596,6,479,2023-05-06 12:25:50,Opened
1597,6,1880,2023-04-30 12:08:43,Purchased
1598,6,1337,2023-04-28 01:15:01,Clicked
1599,6,902,2023-06-06 11:47:04,Opened
1600,6,405,2023-05-26 22:19:20,Ignored
1601,6,548,2023-04-22 19:15:05,Opened
1602,6,1083,2023-06-05 13:18:29,Clicked
1603,6,1735,2023-05-22 15:48:00,Ignored
1604,6,1530,2023-05-01 02:13:59,Opened
1605,6,2592,2023-05-26 19:35:19,Opened
1606,6,1497,2023-04-30 23:19:02,Purchased
1607,6,938,2023-05-29 08:13:12,Opened
1608,6,1490,2023-05-12 11:50:47,Opened
1609,6,1013,2023-05-01 11:33:19,Purchased
1610,6,361,2023-05-04 03:26:12,Ignored
1611,6,2222,2023-05-11 21:12:36,Clicked
1612,7,1928,2023-02-27 15:17:21,Purchased
1613,7,1036,2023-02-26 23:54:53,Opened
1614,7,2282,2023-03-02 14:20:37,Opened
1615,7,1362,2023-02-08 21:25:14,Opened
1616,7,1999,2023-01-24 18:49:20,Ignored
1617,7,2460,2023-02-17 09:32:58,Ignored
1618,7,988,2023-03-03 07:14:12,Ignored
1619,7,2577,2023-01-24 23:21:02,Opened
1620,7,1751,2023-01-17 08:31:16,Purchased
1621,7,701,2023-01-31 01:40:53,Clicked
1622,7,1637,2023-01-23 18:14:45,Clicked
1623,7,725,2023-01-18 19:34:14,Opened
1624,7,348,2023-02-04 21:50:10,Purchased
1625,7,516,2023-01-26 16:38:47,Purchased
1626,7,725,2023-03-01 18:45:32,Clicked
1627,7,2374,2023-02-26 16:31:54,Clicked
1628,7,1412,2023-01-13 04:10:18,Clicked
1629,7,2540,2023-01-14 20:41:00,Clicked
1630,7,2509,2023-03-04 03:16:32,Purchased
1631,7,270,2023-02-16 13:42:18,Opened
1632,7,468,2023-03-02 11:29:34,Opened
1633,7,1499,2023-01-14 18:06:32,Clicked
1634,7,29,2023-01-30 04:25:30,Ignored
1635,7,2088,2023-03-05 09:24:39,Ignored
1636,7,2216,2023-01-24 09:25:06,Ignored
1637,7,273,2023-02-12 19:55:56,Clicked
1638,7,2228,2023-02-23 06:54:37,Opened
1639,7,697,2023-03-01 21:51:48,Opened
1640,7,2945,2023-03-05 15:25:42,Ignored
1641,7,2971,2023-01-30 03:50:12,Clicked
1642,7,815,2023-01-24 07:08:59,Clicked
1643,7,2250,2023-02-28 03:27:28,Purchased
1644,7,544,2023-02-10 04:17:38,Opened
1645,7,1338,2023-01-20 01:41:44,Clicked
1646,7,1755,2023-02-16 14:04:41,Clicked
1647,7,1517,2023-02-01 05:27:47,Clicked
1648,7,1039,2023-02-25 17:20:11,Ignored
1649,7,1630,2023-02-04 13:57:33,Opened
1650,7,311,2023-02-22 20:04:53,Opened
1651,7,302,2023-02-23 14:13:55,Clicked
1652,7,701,2023-02-10 08:25:44,Clicked
1653,7,14,2023-01-12 01:19:44,Purchased
1654,7,1374,2023-01-17 08:00:35,Opened
1655,7,2039,2023-02-24 06:00:43,Ignored
1656,7,985,2023-02-13 11:11:09,Opened
1657,7,2867,2023-02-20 22:27:35,Opened
1658,7,913,2023-02-18 09:04:53,Purchased
1659,7,2521,2023-01-26 17:29:14,Opened
1660,7,735,2023-02-14 15:58:56,Purchased
1661,7,456,2023-02-17 17:41:01,Opened
1662,7,1864,2023-02-21 05:25:27,Opened
1663,7,2478,2023-03-01 17:44:20,Purchased
1664,7,906,2023-01-18 13:02:15,Opened
1665,7,2748,2023-01-15 01:31:25,Clicked
1666,7,1089,2023-02-24 03:51:09,Opened
1667,7,2743,2023-02-17 01:37:19,Ignored
1668,7,912,2023-02-16 22:14:44,Opened
1669,7,1074,2023-02-04 02:11:31,Opened
1670,7,1636,2023-02-03 20:23:26,Ignored
1671,7,2511,2023-01-19 14:56:05,Opened
1672,7,1358,2023-02-01 16:01:27,Opened
1673,7,2720,2023-01-27 20:31:18,Ignored
1674,7,1947,2023-02-16 15:16:39,Clicked
1675,7,174,2023-01-29 23:14:24,Clicked
1676,7,689,2023-01-26 03:10:29,Purchased
1677,7,2410,2023-01-13 17:58:52,Purchased
1678,7,2494,2023-01-19 17:52:37,Ignored
1679,7,1255,2023-02-23 10:54:55,Purchased
1680,7,759,2023-02-13 00:37:41,Opened
1681,7,2734,2023-02-14 18:31:16,Purchased
1682,7,2328,2023-03-05 04:16:30,Opened
1683,7,2746,2023-02-21 00:20:18,Opened
1684,7,1233,2023-02-22 17:23:23,Clicked
1685,7,153,2023-01-30 13:41:42,Opened
1686,7,1995,2023-01-20 00:49:13,Clicked
1687,7,2274,2023-02-02 12:47:27,Ignored
1688,7,2772,2023-02-07 19:37:30,Clicked
1689,7,1186,2023-03-02 12:18:03,Opened
1690,7,2810,2023-01-14 03:31:26,Opened
1691,7,540,2023-02-11 20:56:11,Ignored
1692,7,330,2023-02-16 04:22:22,Clicked
1693,7,901,2023-01-14 05:46:13,Clicked
1694,7,2227,2023-01-17 09:07:46,Purchased
1695,7,1935,2023-02-26 00:52:32,Ignored
1696,7,835,2023-01-21 09:15:10,Opened
1697,7,1374,2023-01-11 07:16:12,Ignored
1698,7,2341,2023-01-22 15:41:44,Ignored
1699,7,2644,2023-02-19 06:40:15,Clicked
1700,7,619,2023-01-27 04:24:06,Ignored
1701,7,1138,2023-02-26 06:32:33,Opened
1702,7,1272,2023-01-29 14:54:59,Ignored
1703,7,2677,2023-02-10 11:28:14,Clicked
