session_id,customer_id,session_date,page_views,session_duration_minutes,device_type
3488,433,2024-02-26 07:06:08,3,28,Desktop
3489,967,2024-07-19 16:12:34,5,13,Desktop
3490,1274,2024-11-14 01:20:20,2,32,Mobile
3491,1035,2024-11-21 15:53:16,5,41,Mobile
3492,422,2024-01-07 20:09:04,2,60,Mobile
3493,1783,2024-07-28 03:51:08,1,47,Desktop
3494,870,2023-11-14 14:55:51,3,55,Mobile
3495,1657,2024-10-18 04:45:39,2,4,Mobile
3496,1276,2024-08-10 07:27:28,12,6,Mobile
3497,759,2024-11-23 01:11:49,8,53,Mobile
3498,2534,2023-09-20 17:51:16,1,2,Mobile
3499,190,2024-07-09 00:04:28,3,27,Mobile
3500,1338,2024-11-18 08:56:25,3,36,Mobile
3501,848,2023-11-10 03:43:08,5,52,Mobile
3502,72,2024-02-22 07:49:28,2,57,Mobile
3503,473,2024-05-22 00:07:11,1,15,Mobile
3504,126,2024-10-17 07:46:18,1,51,Desktop
3505,2914,2024-05-30 15:52:11,5,9,Desktop
3506,2481,2024-08-07 04:46:23,2,46,Desktop
3507,385,2024-10-13 23:02:57,3,60,Desktop
3508,713,2023-12-11 09:50:50,8,36,Mobile
3509,105,2024-12-06 08:58:35,5,9,Mobile
3510,1938,2024-10-08 08:03:33,2,19,Mobile
3511,795,2024-07-10 12:40:41,8,30,Mobile
3512,2232,2024-04-12 10:22:21,1,44,Mobile
3513,1474,2024-05-09 01:26:15,8,43,Mobile
3514,2210,2024-08-03 15:17:19,8,41,Desktop
3515,543,2024-09-08 21:44:45,5,1,Mobile
3516,795,2024-06-26 17:56:28,5,46,Mobile
3517,1485,2024-10-18 23:39:21,2,5,Desktop
3518,339,2024-02-07 08:54:10,12,38,Mobile
3519,1830,2023-02-06 22:17:38,3,57,Mobile
3520,35,2024-08-24 10:42:11,8,34,Desktop
3521,851,2024-10-17 02:20:54,20,8,Desktop
3522,1591,2024-11-10 12:02:35,5,6,Mobile
3523,526,2024-10-31 08:44:38,1,14,Mobile
3524,307,2024-09-27 03:27:18,5,46,Mobile
3525,2497,2024-11-18 21:21:59,2,44,Mobile
3526,1406,2024-08-23 21:45:53,2,33,Mobile
3527,473,2023-10-08 00:36:24,8,1,Desktop
3528,79,2024-07-22 07:02:52,1,26,Mobile
3529,825,2024-06-27 09:26:57,5,16,Mobile
3530,2620,2024-12-14 23:16:31,2,6,Mobile
3531,1564,2024-11-08 15:28:15,3,36,Desktop
3532,1285,2024-09-30 01:07:39,5,6,Mobile
3533,353,2024-08-14 00:27:45,3,27,Mobile
3534,1819,2024-10-02 17:05:52,2,45,Desktop
3535,2253,2024-10-07 23:56:26,2,7,Mobile
3536,1650,2024-06-23 00:57:33,2,17,Mobile
3537,2752,2024-01-25 09:31:07,1,35,Mobile
3538,1452,2024-05-17 17:31:57,5,36,Mobile
3539,1660,2023-10-02 11:45:25,8,6,Desktop
3540,535,2024-12-05 10:09:51,1,59,Mobile
3541,2691,2024-03-23 14:40:55,8,26,Desktop
3542,1450,2024-06-19 18:00:16,2,58,Mobile
3543,2679,2024-03-28 21:42:29,3,57,Desktop
3544,2262,2024-10-17 18:23:42,2,23,Desktop
3545,1135,2023-12-26 16:11:52,12,5,Mobile
3546,618,2024-06-19 17:01:00,1,15,Desktop
3547,2252,2024-02-14 01:30:14,1,26,Desktop
3548,544,2024-10-25 07:09:43,8,14,Mobile
3549,1487,2023-12-16 13:10:52,5,37,Tablet
3550,1226,2024-04-09 05:24:23,20,19,Mobile
3551,1313,2024-11-10 18:26:57,3,9,Desktop
3552,1790,2024-02-29 09:31:09,1,53,Desktop
3553,1790,2023-06-01 19:44:02,2,11,Mobile
3554,1282,2024-12-05 22:11:25,5,54,Mobile
3555,610,2024-05-27 19:44:17,8,19,Mobile
3556,441,2023-10-24 06:37:40,12,27,Desktop
3557,162,2024-11-01 16:23:26,3,27,Desktop
3558,2920,2024-11-01 02:59:21,8,24,Mobile
3559,99,2024-09-05 22:17:48,2,30,Mobile
3560,2531,2024-07-07 12:47:16,3,8,Mobile
3561,1991,2023-03-04 18:29:09,3,32,Tablet
3562,2346,2024-11-22 09:25:21,1,39,Desktop
3563,203,2024-08-13 11:35:11,1,48,Mobile
3564,1807,2024-10-18 00:46:42,1,53,Mobile
3565,736,2024-12-13 08:45:26,2,30,Mobile
3566,43,2024-03-01 16:15:47,3,10,Mobile
3567,2668,2024-05-07 06:46:30,5,60,Mobile
3568,2932,2024-09-02 08:32:04,8,44,Mobile
3569,2386,2024-11-16 17:06:10,2,14,Mobile
3570,444,2024-01-21 20:30:41,1,1,Desktop
3571,682,2024-12-13 17:14:43,2,12,Mobile
3572,2875,2024-12-14 05:39:00,2,49,Desktop
3573,1610,2024-09-06 00:06:59,8,35,Desktop
3574,2092,2024-07-28 14:03:03,1,48,Mobile
3575,50,2024-03-22 19:53:09,12,45,Tablet
3576,2993,2024-06-26 11:18:29,3,55,Mobile
3577,1113,2024-01-31 13:00:03,2,21,Mobile
3578,660,2024-01-23 07:28:37,2,12,Desktop
3579,2393,2024-10-04 19:32:45,1,21,Tablet
3580,1968,2024-08-02 13:17:49,3,34,Desktop
3581,996,2024-10-06 00:02:57,5,58,Mobile
3582,2038,2024-09-19 23:35:55,8,8,Mobile
3583,762,2024-03-28 21:40:42,1,59,Mobile
3584,2492,2024-12-01 10:25:02,2,48,Desktop
3585,1840,2024-08-06 23:47:19,1,45,Mobile
3586,1528,2024-09-02 21:54:56,8,20,Desktop
3587,2197,2024-02-14 19:12:06,2,42,Mobile
3588,2728,2023-05-16 01:57:25,5,5,Mobile
3589,2920,2024-07-02 02:31:41,3,21,Mobile
3590,2088,2024-10-26 12:20:05,5,41,Mobile
3591,2147,2024-09-23 22:29:36,8,47,Tablet
3592,1509,2024-12-12 01:50:49,2,8,Mobile
3593,171,2024-03-18 22:16:05,1,59,Desktop
3594,1629,2024-10-13 09:40:06,1,3,Desktop
3595,228,2024-11-20 13:58:29,1,20,Desktop
3596,1727,2024-04-20 05:03:08,2,57,Desktop
3597,11,2024-09-26 21:46:52,8,10,Mobile
3598,820,2024-10-09 23:58:05,2,60,Tablet
3599,1669,2024-02-02 17:30:38,1,32,Mobile
3600,1934,2024-04-05 06:06:04,20,28,Mobile
3601,2136,2024-11-06 04:19:04,2,36,Mobile
3602,905,2024-05-30 18:21:38,20,56,Desktop
3603,610,2024-05-04 10:02:26,12,20,Mobile
3604,851,2023-08-31 08:20:31,2,15,Desktop
3605,2271,2024-12-11 21:45:46,5,1,Mobile
3606,2604,2024-10-21 22:50:05,2,16,Mobile
3607,1768,2024-12-07 09:40:27,5,30,Mobile
3608,713,2024-05-28 08:11:49,20,23,Mobile
3609,1835,2024-11-11 03:20:36,5,53,Mobile
3610,184,2024-11-25 21:40:43,2,21,Mobile
3611,2544,2023-09-23 23:08:01,8,12,Desktop
3612,1058,2023-11-21 18:27:16,3,46,Desktop
3613,2884,2024-04-06 15:38:55,2,53,Mobile
3614,487,2023-11-28 02:47:09,8,33,Mobile
3615,2720,2024-11-05 15:50:08,12,22,Desktop
3616,882,2024-06-04 09:12:06,5,52,Mobile
3617,1777,2024-12-01 04:17:35,5,25,Mobile
3618,1579,2024-03-10 13:35:46,5,11,Mobile
3619,2284,2024-09-11 08:12:52,2,17,Mobile
3620,330,2024-11-13 08:48:47,12,27,Mobile
3621,2031,2023-12-26 22:48:36,5,42,Mobile
3622,1954,2024-03-31 13:27:44,8,46,Mobile
3623,2589,2024-06-19 11:13:12,3,49,Mobile
3624,211,2023-06-22 12:30:14,5,25,Mobile
3625,1746,2024-08-30 04:09:24,2,33,Desktop
3626,2066,2024-10-17 00:41:34,8,11,Desktop
3627,1172,2024-10-07 22:03:29,20,21,Mobile
3628,1311,2024-07-25 09:10:57,2,36,Mobile
3629,233,2024-05-11 00:23:55,3,53,Mobile
3630,2963,2023-07-06 05:30:40,1,13,Desktop
3631,900,2024-07-01 13:09:44,12,15,Desktop
3632,1546,2023-10-20 17:14:22,2,35,Mobile
3633,950,2024-06-05 23:07:59,5,46,Tablet
3634,2069,2024-06-26 00:03:37,2,17,Mobile
3635,1623,2024-05-13 18:41:40,3,2,Desktop
3636,1243,2024-12-13 00:13:10,3,47,Mobile
3637,1157,2024-08-08 09:02:18,3,59,Mobile
3638,259,2024-11-26 03:07:09,8,26,Mobile
3639,2228,2024-11-02 12:39:58,2,26,Tablet
3640,707,2024-10-06 16:02:43,8,60,Mobile
3641,2103,2024-01-08 21:38:54,1,39,Mobile
3642,1720,2023-07-20 06:31:06,12,40,Mobile
3643,323,2023-12-25 21:57:25,3,7,Mobile
3644,437,2023-07-28 13:58:15,5,12,Mobile
3645,470,2024-06-27 03:20:25,1,18,Mobile
3646,2074,2024-08-10 19:26:40,2,15,Mobile
3647,1777,2024-12-09 07:52:41,5,15,Mobile
3648,282,2024-07-20 22:49:15,8,27,Mobile
3649,2117,2024-03-15 18:34:15,5,28,Mobile
3650,1183,2024-11-13 09:39:34,8,21,Desktop
3651,2372,2024-12-04 23:38:01,2,59,Mobile
3652,724,2023-10-03 05:11:15,1,5,Mobile
3653,4,2023-07-17 22:18:35,2,12,Mobile
3654,336,2023-09-13 15:26:02,3,57,Mobile
3655,2842,2024-12-10 19:52:49,1,25,Mobile
3656,2997,2024-11-20 01:18:50,2,49,Desktop
3657,2654,2023-12-21 18:15:54,2,39,Mobile
3658,411,2024-09-23 23:43:03,5,10,Desktop
3659,1931,2024-12-09 09:51:49,2,54,Mobile
3660,396,2024-08-08 13:35:18,5,51,Mobile
3661,1654,2024-03-07 10:30:19,8,18,Mobile
3662,1574,2024-02-27 18:52:30,8,2,Mobile
3663,2330,2024-07-28 00:51:04,3,56,Mobile
3664,2526,2024-11-14 01:59:33,20,42,Tablet
3665,1910,2024-10-31 06:21:15,1,21,Mobile
3666,147,2024-12-06 00:59:44,3,53,Mobile
3667,2162,2024-04-07 12:45:40,12,36,Desktop
3668,31,2024-04-21 01:40:11,3,46,Desktop
3669,1682,2024-07-01 13:09:28,5,34,Desktop
3670,2721,2024-09-16 07:23:58,3,19,Desktop
3671,153,2024-10-25 20:56:57,2,37,Mobile
3672,2123,2024-01-10 18:23:54,2,56,Mobile
3673,573,2023-11-02 22:19:35,12,52,Mobile
3674,1872,2024-08-14 20:23:06,20,43,Mobile
3675,2027,2024-03-20 15:21:24,2,45,Desktop
3676,1971,2024-09-29 16:42:54,5,58,Desktop
3677,105,2024-04-11 19:22:39,2,58,Mobile
3678,2277,2024-02-19 06:53:28,5,19,Mobile
3679,85,2023-05-30 01:51:19,3,18,Mobile
3680,1294,2023-05-04 16:08:41,3,39,Mobile
3681,312,2024-10-25 05:01:31,3,59,Mobile
3682,203,2024-08-07 18:01:53,8,57,Mobile
3683,707,2023-11-12 22:00:47,3,6,Mobile
3684,959,2024-11-11 06:18:51,5,41,Desktop
3685,964,2023-12-19 09:49:55,5,1,Desktop
3686,1815,2024-06-03 13:12:25,3,19,Mobile
3687,259,2023-07-13 07:35:17,1,30,Desktop
3688,2707,2024-08-24 19:58:01,3,28,Mobile
3689,2738,2024-11-19 22:18:05,8,53,Mobile
3690,1428,2024-11-28 09:11:35,1,27,Desktop
3691,537,2024-10-07 07:26:56,1,17,Tablet
3692,1452,2023-04-29 17:34:05,20,10,Mobile
3693,2189,2024-01-15 18:22:15,1,59,Mobile
3694,1040,2024-06-13 03:11:27,8,53,Mobile
3695,1615,2024-07-16 20:47:54,2,37,Mobile
3696,1285,2023-07-14 02:46:58,2,23,Mobile
3697,224,2024-10-20 23:46:57,1,41,Desktop
3698,1753,2024-08-18 05:08:58,3,32,Mobile
3699,219,2024-04-03 11:01:40,1,45,Mobile
3700,85,2024-03-22 14:49:10,3,3,Desktop
3701,1157,2024-05-11 09:40:31,2,3,Mobile
3702,2868,2024-08-03 03:27:46,3,30,Mobile
3703,219,2023-02-21 04:06:20,3,1,Desktop
3704,2182,2024-07-18 11:22:00,8,35,Desktop
3705,1877,2024-10-01 06:47:09,5,32,Mobile
3706,2043,2024-10-11 10:20:01,2,32,Desktop
3707,1629,2024-10-09 08:43:29,8,60,Mobile
3708,971,2023-08-12 01:28:36,1,48,Desktop
3709,1010,2024-08-28 05:26:56,2,2,Mobile
3710,2083,2024-03-20 05:12:45,1,40,Mobile
3711,1965,2023-08-14 13:45:42,3,38,Mobile
3712,1551,2024-12-07 18:47:33,2,41,Mobile
3713,2358,2024-01-22 03:18:47,5,14,Desktop
3714,748,2024-09-10 12:58:22,5,20,Mobile
3715,1658,2024-02-03 05:38:35,3,38,Desktop
3716,2506,2023-12-19 21:21:46,20,19,Tablet
3717,96,2023-08-22 05:57:58,3,11,Mobile
3718,1436,2024-03-17 11:49:00,1,13,Mobile
3719,1106,2024-10-26 17:08:04,2,19,Mobile
3720,371,2024-02-18 08:56:36,5,22,Desktop
3721,2067,2023-06-03 03:55:51,1,4,Desktop
3722,967,2024-06-22 17:13:59,2,9,Mobile
3723,2755,2024-02-28 13:48:22,12,10,Mobile
3724,978,2024-10-12 01:23:00,12,13,Mobile
3725,1182,2024-01-20 12:29:51,1,13,Desktop
3726,69,2024-04-04 13:31:04,1,7,Mobile
3727,345,2023-04-10 07:21:07,20,14,Desktop
3728,2443,2024-09-25 06:15:53,8,59,Mobile
3729,820,2024-12-03 16:02:26,2,41,Mobile
3730,1217,2024-09-04 03:12:04,2,11,Mobile
3731,540,2024-11-26 08:45:40,3,12,Mobile
3732,2544,2024-11-17 18:29:04,1,7,Desktop
3733,569,2024-07-18 02:35:24,8,43,Mobile
3734,1026,2024-11-02 12:58:54,12,25,Mobile
3735,733,2024-06-18 20:08:38,8,21,Mobile
3736,872,2023-10-23 22:40:43,2,35,Desktop
3737,2360,2024-09-30 10:11:22,12,60,Desktop
3738,3000,2024-07-18 19:29:14,1,52,Desktop
3739,121,2024-06-13 22:59:43,20,1,Desktop
3740,2091,2023-12-28 14:13:45,2,4,Desktop
3741,2821,2024-01-19 20:31:58,3,14,Mobile
3742,2295,2024-10-07 19:10:01,1,1,Mobile
3743,2757,2024-11-28 12:15:39,3,4,Mobile
3744,1246,2024-05-05 12:27:28,3,13,Tablet
3745,1348,2024-10-11 13:28:53,3,43,Desktop
3746,653,2024-03-18 11:14:19,1,22,Desktop
3747,2082,2024-11-26 10:36:58,2,34,Tablet
3748,407,2024-11-20 08:06:37,3,15,Mobile
3749,108,2024-03-02 10:02:23,5,12,Mobile
3750,2519,2023-06-01 15:05:43,1,54,Desktop
3751,1250,2024-05-30 01:03:02,8,37,Desktop
3752,945,2024-04-12 20:21:57,2,23,Mobile
3753,2427,2023-09-03 11:27:41,1,51,Mobile
3754,1600,2024-10-28 20:14:12,2,51,Desktop
3755,2025,2024-05-29 11:38:38,5,57,Desktop
3756,1234,2024-05-05 16:08:12,5,13,Desktop
3757,979,2024-10-20 02:57:39,3,4,Mobile
3758,1894,2024-10-04 22:41:01,8,15,Mobile
3759,2025,2024-07-26 02:45:09,3,29,Desktop
3760,1803,2024-03-02 23:45:52,1,20,Mobile
3761,1757,2024-04-23 18:45:25,3,37,Mobile
3762,1708,2024-04-22 08:44:23,5,47,Mobile
3763,1601,2024-10-21 05:32:09,3,35,Desktop
3764,510,2023-12-29 18:10:21,5,16,Mobile
3765,407,2024-10-24 02:41:10,3,23,Mobile
3766,2757,2024-11-23 01:13:04,8,1,Desktop
3767,2462,2024-11-08 11:16:24,8,15,Desktop
3768,882,2024-10-18 14:33:49,1,52,Mobile
3769,1525,2023-06-20 13:47:26,8,23,Desktop
3770,826,2023-11-05 01:59:31,2,25,Mobile
3771,1017,2024-03-22 12:25:07,3,17,Mobile
3772,1945,2024-07-31 04:44:36,2,28,Desktop
3773,2941,2024-09-08 05:08:16,5,19,Mobile
3774,630,2023-12-03 20:51:59,5,42,Mobile
3775,299,2024-11-15 20:21:40,12,41,Mobile
3776,1316,2024-10-09 19:37:24,5,13,Desktop
3777,1632,2023-04-28 22:02:37,1,30,Mobile
3778,830,2023-11-25 17:31:28,5,23,Mobile
3779,2548,2024-07-19 22:08:06,12,49,Desktop
3780,918,2024-08-27 05:04:52,3,51,Mobile
3781,1031,2023-04-10 03:10:21,20,14,Mobile
3782,2563,2024-09-12 10:45:39,5,25,Mobile
3783,2278,2024-07-24 20:30:22,3,52,Mobile
3784,186,2023-07-04 08:45:06,2,51,Desktop
3785,2915,2024-01-12 17:06:50,3,10,Mobile
3786,2464,2024-12-06 08:39:59,3,49,Mobile
3787,2194,2024-06-17 07:02:53,3,44,Desktop
3788,1288,2024-09-30 17:50:39,2,30,Tablet
3789,631,2024-11-17 06:10:21,2,21,Mobile
3790,2192,2024-06-11 22:12:32,1,10,Mobile
3791,794,2024-03-19 04:56:57,3,57,Desktop
3792,367,2023-07-01 09:11:32,1,15,Mobile
3793,182,2024-01-08 03:53:35,8,55,Mobile
3794,2571,2024-10-02 05:24:04,1,50,Desktop
3795,2842,2024-11-01 22:56:04,5,55,Mobile
3796,1388,2024-10-22 18:36:30,5,48,Mobile
3797,2223,2024-06-21 06:45:25,5,12,Desktop
3798,2836,2024-10-24 08:56:51,8,48,Tablet
3799,1242,2023-06-05 01:16:05,2,10,Mobile
3800,1621,2024-09-06 03:20:11,3,56,Desktop
3801,127,2024-05-13 06:01:03,3,51,Desktop
3802,1555,2024-03-24 04:18:55,3,11,Desktop
3803,1022,2024-11-27 17:08:15,5,29,Desktop
3804,2596,2024-06-14 21:08:36,20,59,Mobile
3805,206,2024-04-04 20:18:12,2,50,Tablet
3806,117,2024-12-02 05:20:02,8,39,Mobile
3807,1733,2024-05-17 22:37:40,12,9,Tablet
3808,293,2023-12-08 05:49:32,3,8,Mobile
3809,974,2024-09-22 19:00:09,5,17,Desktop
3810,1594,2023-10-29 18:00:34,1,49,Desktop
3811,477,2024-12-01 07:38:46,5,48,Desktop
3812,658,2024-03-24 09:10:45,1,29,Mobile
3813,1262,2024-05-30 14:43:53,8,5,Mobile
3814,2497,2024-09-19 07:03:14,3,2,Mobile
3815,787,2024-08-01 21:39:50,2,60,Desktop
3816,473,2023-07-18 13:27:05,2,4,Desktop
3817,269,2023-06-08 10:55:46,3,9,Mobile
3818,1359,2023-09-05 09:33:56,1,52,Desktop
3819,640,2024-09-20 17:16:11,1,23,Tablet
3820,2880,2024-06-03 14:44:04,5,30,Mobile
3821,2998,2024-04-13 09:33:58,3,44,Mobile
3822,841,2024-10-04 03:01:24,2,49,Tablet
3823,1682,2024-10-15 08:29:47,12,43,Mobile
3824,2686,2024-08-07 07:37:06,1,58,Mobile
3825,1442,2024-08-28 01:13:51,3,28,Mobile
3826,727,2024-11-07 04:10:50,12,56,Desktop
3827,361,2024-03-25 09:56:03,5,34,Tablet
3828,1337,2024-12-01 20:18:52,1,26,Mobile
3829,2307,2024-06-12 19:16:25,3,51,Mobile
3830,1213,2024-07-18 00:29:25,5,53,Tablet
3831,815,2023-07-28 13:31:54,2,51,Mobile
3832,3000,2024-11-21 21:49:03,2,57,Mobile
3833,2621,2024-11-09 15:05:31,8,49,Mobile
3834,2975,2023-10-29 04:31:15,3,6,Mobile
3835,2697,2024-02-08 21:54:44,5,40,Mobile
3836,2013,2024-09-02 15:29:02,2,49,Desktop
3837,46,2024-12-02 09:05:43,3,54,Desktop
3838,1975,2024-02-25 15:24:23,8,2,Mobile
3839,1519,2024-12-12 02:02:26,3,16,Desktop
3840,2089,2023-03-06 20:51:44,12,16,Desktop
3841,995,2024-10-12 10:43:33,5,15,Desktop
3842,1856,2023-07-15 02:43:53,2,32,Tablet
3843,759,2024-12-09 05:39:47,3,20,Desktop
3844,1687,2023-12-26 11:00:50,5,19,Mobile
3845,312,2024-06-28 09:30:38,3,7,Desktop
3846,2323,2023-12-20 05:02:52,3,3,Mobile
3847,1101,2024-10-30 17:38:06,5,41,Desktop
3848,2693,2023-02-27 22:46:25,2,43,Mobile
3849,1247,2024-06-09 23:55:52,5,31,Desktop
3850,1726,2023-10-10 14:25:57,3,52,Mobile
3851,1991,2023-05-14 11:32:52,5,40,Desktop
3852,1374,2024-05-06 15:54:20,5,2,Desktop
3853,863,2023-06-01 01:22:40,1,58,Mobile
3854,1092,2024-04-20 10:09:48,2,47,Mobile
3855,1142,2024-09-24 11:09:01,8,15,Mobile
3856,1069,2023-05-04 12:14:50,2,5,Mobile
3857,2569,2024-11-07 19:03:43,2,24,Mobile
3858,407,2024-11-22 04:48:35,2,55,Mobile
3859,2338,2024-11-22 04:29:29,3,33,Mobile
3860,1142,2024-10-08 04:04:33,1,7,Desktop
3861,2336,2024-10-26 13:57:25,5,16,Mobile
3862,2610,2024-12-05 02:34:45,2,57,Desktop
3863,773,2024-07-21 09:36:43,2,11,Mobile
3864,129,2024-09-18 23:39:48,3,9,Mobile
3865,666,2024-12-15 04:15:43,2,24,Desktop
3866,1693,2024-02-08 17:13:57,5,31,Mobile
3867,1341,2024-07-10 07:13:37,3,36,Mobile
3868,2141,2024-11-17 06:21:39,3,5,Mobile
3869,1682,2024-05-20 03:57:28,8,42,Mobile
3870,2389,2024-10-19 06:37:41,12,51,Mobile
3871,1014,2024-08-12 20:38:37,8,24,Mobile
3872,2741,2024-01-10 17:30:34,5,4,Mobile
3873,431,2024-11-29 07:29:12,2,11,Desktop
3874,1503,2023-12-04 21:15:38,8,52,Mobile
3875,1758,2023-08-22 02:39:27,5,54,Mobile
3876,1869,2024-12-10 17:58:54,3,45,Mobile
3877,2746,2024-01-14 10:13:16,2,2,Mobile
3878,605,2023-07-29 05:36:21,8,20,Mobile
3879,817,2024-06-18 13:05:31,3,40,Mobile
3880,2501,2024-02-05 11:48:21,3,9,Desktop
3881,1866,2024-09-30 07:51:16,2,31,Mobile
3882,1636,2024-10-23 15:37:56,5,53,Desktop
3883,153,2024-09-10 07:51:22,1,12,Mobile
3884,19,2024-06-26 07:05:00,3,16,Mobile
3885,1026,2024-08-08 15:50:38,2,52,Mobile
3886,2752,2024-02-12 09:52:13,8,23,Desktop
3887,2425,2023-12-28 17:06:12,2,41,Mobile
3888,68,2024-03-17 08:28:04,5,3,Mobile
3889,2110,2024-05-29 00:31:41,3,43,Mobile
3890,575,2023-11-30 18:58:55,1,47,Mobile
3891,2024,2023-08-11 23:02:20,5,22,Desktop
3892,1062,2024-12-13 19:08:54,8,7,Desktop
3893,63,2024-09-14 16:56:46,12,25,Mobile
3894,1921,2024-10-20 14:35:00,3,33,Mobile
3895,259,2024-08-12 12:46:45,5,42,Desktop
3896,2509,2024-05-02 14:30:36,12,7,Desktop
3897,1686,2024-03-27 21:48:33,2,60,Mobile
3898,777,2024-09-30 21:31:18,3,49,Desktop
3899,1953,2024-09-10 11:05:27,3,29,Mobile
3900,1660,2023-03-26 04:05:16,2,20,Desktop
3901,144,2024-08-27 13:40:46,12,27,Tablet
3902,1522,2024-12-04 00:19:44,2,49,Mobile
3903,2265,2024-11-22 14:55:24,1,38,Mobile
3904,184,2024-10-31 16:50:11,1,22,Desktop
3905,2143,2024-06-05 14:45:52,1,8,Mobile
3906,974,2024-11-22 12:23:24,8,56,Mobile
3907,2120,2024-07-13 08:29:01,5,8,Mobile
3908,4,2023-02-01 13:30:27,2,23,Desktop
3909,445,2023-09-29 14:12:03,8,58,Mobile
3910,2866,2024-08-28 16:07:08,12,50,Mobile
3911,1910,2024-09-25 21:17:16,3,34,Desktop
3912,988,2023-11-25 20:44:37,3,10,Desktop
3913,2375,2024-09-04 05:41:02,8,11,Mobile
3914,2081,2024-07-15 05:15:51,8,21,Desktop
3915,1615,2024-04-09 10:03:33,5,13,Mobile
3916,1764,2024-11-29 03:35:22,5,52,Mobile
3917,2461,2024-04-23 15:54:48,8,13,Mobile
3918,1450,2024-11-11 19:42:36,3,34,Mobile
3919,916,2024-02-07 15:53:14,3,59,Mobile
3920,2896,2024-08-09 22:36:39,5,31,Mobile
3921,2771,2024-07-11 20:43:54,2,45,Mobile
3922,631,2024-12-13 00:16:53,5,48,Mobile
3923,1693,2024-11-24 18:30:42,5,12,Mobile
3924,2033,2024-08-17 03:15:05,1,48,Mobile
3925,1494,2024-11-10 13:54:42,3,53,Desktop
3926,821,2024-03-02 22:18:43,2,46,Mobile
3927,1692,2024-04-28 07:25:03,12,47,Mobile
3928,1692,2024-06-18 15:34:38,3,20,Mobile
3929,1674,2024-11-18 23:13:08,3,11,Tablet
3930,2181,2024-03-22 07:56:22,20,33,Mobile
3931,1322,2024-09-20 18:32:37,3,46,Mobile
3932,1642,2023-12-11 22:17:30,2,39,Desktop
3933,376,2024-08-14 18:09:00,5,58,Mobile
3934,2542,2024-11-02 11:05:28,1,32,Mobile
3935,1988,2024-10-15 17:51:37,2,7,Mobile
3936,573,2023-08-03 20:24:20,3,34,Mobile
3937,954,2024-06-24 16:41:37,2,44,Mobile
3938,2485,2024-01-04 15:57:44,3,32,Mobile
3939,587,2024-08-15 06:18:27,3,22,Mobile
3940,322,2024-01-08 05:48:09,3,2,Mobile
3941,1293,2024-10-21 09:13:23,3,6,Mobile
3942,2186,2024-10-22 16:41:30,5,31,Mobile
3943,1090,2024-11-25 14:04:44,8,59,Desktop
3944,1897,2024-12-04 10:19:57,1,20,Mobile
3945,1074,2024-10-29 02:54:56,3,13,Mobile
3946,1372,2024-05-16 02:06:30,2,9,Mobile
3947,1880,2024-10-21 22:44:36,5,21,Mobile
3948,2077,2024-06-17 10:28:40,5,59,Mobile
3949,975,2023-11-17 03:18:31,1,7,Desktop
3950,1455,2023-12-08 04:57:08,3,8,Mobile
3951,739,2023-09-21 10:13:25,5,4,Mobile
3952,2335,2024-09-07 11:34:35,3,30,Desktop
3953,1680,2024-05-18 01:55:38,8,45,Desktop
3954,2249,2024-08-09 18:47:49,8,58,Desktop
3955,2793,2024-08-25 17:13:06,8,13,Mobile
3956,1839,2024-01-17 03:16:40,2,58,Mobile
3957,771,2023-12-31 01:43:48,5,34,Mobile
3958,922,2023-11-28 18:04:48,12,30,Desktop
3959,1841,2023-07-25 06:48:14,8,1,Mobile
3960,958,2024-07-28 13:03:33,2,26,Mobile
3961,2561,2024-09-02 14:56:00,2,59,Mobile
3962,784,2024-06-22 15:21:59,2,23,Desktop
3963,528,2024-09-23 08:05:59,12,22,Mobile
3964,1733,2024-09-10 19:13:54,8,18,Desktop
3965,764,2024-08-18 15:27:17,1,40,Mobile
3966,526,2024-11-12 12:05:33,8,34,Mobile
3967,1369,2024-07-21 10:13:19,8,16,Mobile
3968,2723,2024-06-25 13:50:57,2,59,Mobile
3969,84,2023-05-15 19:56:14,3,59,Mobile
3970,2962,2024-05-19 02:04:15,3,49,Mobile
3971,1873,2024-06-21 15:31:11,8,49,Desktop
3972,2063,2024-09-20 06:11:44,3,29,Mobile
3973,2252,2024-06-25 18:19:01,8,45,Mobile
3974,356,2023-11-27 05:38:36,5,31,Mobile
3975,1214,2024-03-24 06:11:29,12,24,Mobile
3976,2243,2024-01-18 11:19:05,1,39,Mobile
3977,234,2024-05-14 10:37:48,2,14,Mobile
3978,344,2024-07-17 15:26:23,1,32,Mobile
3979,2329,2024-11-09 06:56:49,5,7,Mobile
3980,376,2024-11-01 07:12:27,1,53,Mobile
3981,315,2023-11-28 03:15:57,3,46,Desktop
3982,1309,2024-10-24 10:40:43,5,15,Mobile
3983,401,2024-07-25 13:53:04,2,26,Mobile
3984,979,2023-12-22 12:26:42,3,52,Desktop
3985,2088,2024-10-24 14:46:31,2,32,Desktop
3986,2484,2024-11-22 16:43:42,5,6,Mobile
3987,943,2023-07-06 12:04:30,3,7,Mobile
3988,2401,2024-09-17 12:11:30,8,19,Mobile
3989,517,2024-05-17 14:02:35,1,16,Mobile
3990,495,2024-09-24 05:56:12,1,44,Desktop
3991,1508,2024-07-29 17:59:08,2,40,Desktop
3992,1528,2024-07-18 14:09:38,3,19,Mobile
